111411,Mushroom Production,0.266,0.041,0.307,111400,"All GHGs, kg CO2e/2022 USD, purchaser price"
111419,Other Food Crops Grown Under Cover,0.266,0.041,0.307,111400,"All GHGs, kg CO2e/2022 USD, purchaser price"
111421,Nursery and Tree Production,0.266,0.041,0.307,111400,"All GHGs, kg CO2e/2022 USD, purchaser price"
111422,Floriculture Production,0.266,0.041,0.307,111400,"All GHGs, kg CO2e/2022 USD, purchaser price"
111910,Tobacco Farming,0.703,0.037,0.74,111900,"All GHGs, kg CO2e/2022 USD, purchaser price"
111920,Cotton Farming,0.703,0.037,0.74,111900,"All GHGs, kg CO2e/2022 USD, purchaser price"
111930,Sugarcane Farming,0.703,0.037,0.74,111900,"All GHGs, kg CO2e/2022 USD, purchaser price"
111940,Hay Farming,0.703,0.037,0.74,111900,"All GHGs, kg CO2e/2022 USD, purchaser price"
111991,Sugar Beet Farming,0.703,0.037,0.74,111900,"All GHGs, kg CO2e/2022 USD, purchaser price"
111992,Peanut Farming,0.703,0.037,0.74,111900,"All GHGs, kg CO2e/2022 USD, purchaser price"
111998,All Other Miscellaneous Crop Farming,0.703,0.037,0.74,111900,"All GHGs, kg CO2e/2022 USD, purchaser price"
112111,Beef Cattle Ranching and Farming,2.847,0.045,2.893,1121A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
112112,Cattle Feedlots,2.847,0.045,2.893,1121A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
112120,Dairy Cattle and Milk Production,1.682,0.042,1.724,112120,"All GHGs, kg CO2e/2022 USD, purchaser price"
112130,Dual-Purpose Cattle Ranching and Farming,2.847,0.045,2.893,1121A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
112210,Hog and Pig Farming,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
112310,Chicken Egg Production,0.407,0.031,0.438,112300,"All GHGs, kg CO2e/2022 USD, purchaser price"
112320,Broilers and Other Meat Type Chicken Production,0.407,0.031,0.438,112300,"All GHGs, kg CO2e/2022 USD, purchaser price"
112330,Turkey Production,0.407,0.031,0.438,112300,"All GHGs, kg CO2e/2022 USD, purchaser price"
112340,Poultry Hatcheries,0.407,0.031,0.438,112300,"All GHGs, kg CO2e/2022 USD, purchaser price"
112390,Other Poultry Production,0.407,0.031,0.438,112300,"All GHGs, kg CO2e/2022 USD, purchaser price"
112410,Sheep Farming,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
112420,Goat Farming,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
112511,Finfish Farming and Fish Hatcheries,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
112512,Shellfish Farming,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
112519,Other Aquaculture,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
112910,Apiculture,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
112920,Horses and Other Equine Production,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
112930,Fur-Bearing Animal and Rabbit Production,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
112990,All Other Animal Production,1.077,0.051,1.128,112A00,"All GHGs, kg CO2e/2022 USD, purchaser price"
113110,Timber Tract Operations,0.199,0.045,0.243,113000,"All GHGs, kg CO2e/2022 USD, purchaser price"
113210,Forest Nurseries and Gathering of Forest Products,0.199,0.045,0.243,113000,"All GHGs, kg CO2e/2022 USD, purchaser price"
113310,Logging,0.199,0.045,0.243,113000,"All GHGs, kg CO2e/2022 USD, purchaser price"
114111,Finfish Fishing,0.127,0.027,0.154,114000,"All GHGs, kg CO2e/2022 USD, purchaser price"
114112,Shellfish Fishing,0.127,0.027,0.154,114000,"All GHGs, kg CO2e/2022 USD, purchaser price"
114119,Other Marine Fishing,0.127,0.027,0.154,114000,"All GHGs, kg CO2e/2022 USD, purchaser price"
114210,Hunting and Trapping,0.127,0.027,0.154,114000,"All GHGs, kg CO2e/2022 USD, purchaser price"
115111,Cotton Ginning,0.384,0,0.384,115000,"All GHGs, kg CO2e/2022 USD, purchaser price"
115112,"Soil Preparation, Planting, and Cultivating",0.384,0,0.384,115000,"All GHGs, kg CO2e/2022 USD, purchaser price"
115113,"Crop Harvesting, Primarily by Machine",0.384,0,0.384,115000,"All GHGs, kg CO2e/2022 USD, purchaser price"
115114,Postharvest Crop Activities (except Cotton Ginning),0.384,0,0.384,115000,"All GHGs, kg CO2e/2022 USD, purchaser price"
115115,Farm Labor Contractors and Crew Leaders,0.384,0,0.384,115000,"All GHGs, kg CO2e/2022 USD, purchaser price"
115116,Farm Management Services,0.384,0,0.384,115000,"All GHGs, kg CO2e/2022 USD, purchaser price"
115210,Support Activities for Animal Production,0.384,0,0.384,115000,"All GHGs, kg CO2e/2022 USD, purchaser price"
115310,Support Activities for Forestry,0.384,0,0.384,115000,"All GHGs, kg CO2e/2022 USD, purchaser price"
211120,Crude Petroleum Extraction,0.377,0.028,0.405,211000,"All GHGs, kg CO2e/2022 USD, purchaser price"
211130,Natural Gas Extraction,0.377,0.028,0.405,211000,"All GHGs, kg CO2e/2022 USD, purchaser price"
212111,Bituminous Coal and Lignite Surface Mining,0.747,0.094,0.841,212100,"All GHGs, kg CO2e/2022 USD, purchaser price"
212112,Bituminous Coal Underground Mining,0.747,0.094,0.841,212100,"All GHGs, kg CO2e/2022 USD, purchaser price"
212113,Anthracite Mining,0.747,0.094,0.841,212100,"All GHGs, kg CO2e/2022 USD, purchaser price"
212210,Iron Ore Mining,0.54,0.054,0.593,2122A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212221,Gold Ore Mining,0.54,0.054,0.593,2122A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212222,Silver Ore Mining,0.54,0.054,0.593,2122A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212230,"Copper, Nickel, Lead, and Zinc Mining",0.27,0.053,0.324,212230,"All GHGs, kg CO2e/2022 USD, purchaser price"
212291,Uranium-Radium-Vanadium Ore Mining,0.54,0.054,0.593,2122A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212299,All Other Metal Ore Mining,0.54,0.054,0.593,2122A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212311,Dimension Stone Mining and Quarrying,0.193,0.086,0.279,212310,"All GHGs, kg CO2e/2022 USD, purchaser price"
212312,Crushed and Broken Limestone Mining and Quarrying,0.193,0.086,0.279,212310,"All GHGs, kg CO2e/2022 USD, purchaser price"
212313,Crushed and Broken Granite Mining and Quarrying,0.193,0.086,0.279,212310,"All GHGs, kg CO2e/2022 USD, purchaser price"
212319,Other Crushed and Broken Stone Mining and Quarrying,0.193,0.086,0.279,212310,"All GHGs, kg CO2e/2022 USD, purchaser price"
212321,Construction Sand and Gravel Mining,0.184,0.125,0.309,2123A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212322,Industrial Sand Mining,0.184,0.125,0.309,2123A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212324,Kaolin and Ball Clay Mining,0.184,0.125,0.309,2123A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212325,Clay and Ceramic and Refractory Minerals Mining,0.184,0.125,0.309,2123A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212391,"Potash, Soda, and Borate Mineral Mining",0.184,0.125,0.309,2123A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212392,Phosphate Rock Mining,0.184,0.125,0.309,2123A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212393,Other Chemical and Fertilizer Mineral Mining,0.184,0.125,0.309,2123A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
212399,All Other Nonmetallic Mineral Mining,0.184,0.125,0.309,2123A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
213111,Drilling Oil and Gas Wells,0.407,0,0.407,213111,"All GHGs, kg CO2e/2022 USD, purchaser price"
213112,Support Activities for Oil and Gas Operations,0.372,0,0.372,21311A,"All GHGs, kg CO2e/2022 USD, purchaser price"
213113,Support Activities for Coal Mining,0.372,0,0.372,21311A,"All GHGs, kg CO2e/2022 USD, purchaser price"
213114,Support Activities for Metal Mining,0.372,0,0.372,21311A,"All GHGs, kg CO2e/2022 USD, purchaser price"
213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,0.372,0,0.372,21311A,"All GHGs, kg CO2e/2022 USD, purchaser price"
221210,Natural Gas Distribution,0.532,0,0.532,221200,"All GHGs, kg CO2e/2022 USD, purchaser price"
221310,Water Supply and Irrigation Systems,0.578,0,0.578,221300,"All GHGs, kg CO2e/2022 USD, purchaser price"
221320,Sewage Treatment Facilities,0.578,0,0.578,221300,"All GHGs, kg CO2e/2022 USD, purchaser price"
221330,Steam and Air-Conditioning Supply,0.578,0,0.578,221300,"All GHGs, kg CO2e/2022 USD, purchaser price"
236115,New Single-Family Housing Construction (except For-Sale Builders),0.194,0,0.194,233411,"All GHGs, kg CO2e/2022 USD, purchaser price"
236116,New Multifamily Housing Construction (except For-Sale Builders),0.221,0,0.221,233412,"All GHGs, kg CO2e/2022 USD, purchaser price"
236117,New Housing For-Sale Builders,0.216,0,0.216,"233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
236118,Residential Remodelers,0.211,0,0.211,230302,"All GHGs, kg CO2e/2022 USD, purchaser price"
236210,Industrial Building Construction,0.239,0,0.239,"230301, 233230","All GHGs, kg CO2e/2022 USD, purchaser price"
236220,Commercial and Institutional Building Construction,0.224,0,0.224,"230301, 233210, 233262, 2332A0","All GHGs, kg CO2e/2022 USD, purchaser price"
237110,Water and Sewer Line and Related Structures Construction,0.277,0,0.277,233240,"All GHGs, kg CO2e/2022 USD, purchaser price"
237120,Oil and Gas Pipeline and Related Structures Construction,0.277,0,0.277,233240,"All GHGs, kg CO2e/2022 USD, purchaser price"
237130,Power and Communication Line and Related Structures Construction,0.277,0,0.277,233240,"All GHGs, kg CO2e/2022 USD, purchaser price"
237210,Land Subdivision,0.221,0,0.221,"233210, 233230, 233240, 233262, 2332A0, 2332C0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
237310,"Highway, Street, and Bridge Construction",0.255,0,0.255,2332C0,"All GHGs, kg CO2e/2022 USD, purchaser price"
237990,Other Heavy and Civil Engineering Construction,0.202,0,0.202,2332D0,"All GHGs, kg CO2e/2022 USD, purchaser price"
238110,Poured Concrete Foundation and Structure Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238120,Structural Steel and Precast Concrete Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238130,Framing Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238140,Masonry Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238150,Glass and Glazing Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238160,Roofing Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238170,Siding Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238190,"Other Foundation, Structure, and Building Exterior Contractors",0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238210,Electrical Contractors and Other Wiring Installation Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238220,"Plumbing, Heating, and Air-Conditioning Contractors",0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238290,Other Building Equipment Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238310,Drywall and Insulation Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238320,Painting and Wall Covering Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238330,Flooring Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238340,Tile and Terrazzo Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238350,Finish Carpentry Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238390,Other Building Finishing Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238910,Site Preparation Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
238990,All Other Specialty Trade Contractors,0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0","All GHGs, kg CO2e/2022 USD, purchaser price"
311111,Dog and Cat Food Manufacturing,0.282,0.051,0.333,311111,"All GHGs, kg CO2e/2022 USD, purchaser price"
311119,Other Animal Food Manufacturing,0.428,0.031,0.459,311119,"All GHGs, kg CO2e/2022 USD, purchaser price"
311211,Flour Milling,0.732,0.037,0.769,311210,"All GHGs, kg CO2e/2022 USD, purchaser price"
311212,Rice Milling,0.732,0.037,0.769,311210,"All GHGs, kg CO2e/2022 USD, purchaser price"
311213,Malt Manufacturing,0.732,0.037,0.769,311210,"All GHGs, kg CO2e/2022 USD, purchaser price"
311221,Wet Corn Milling,0.956,0.037,0.993,311221,"All GHGs, kg CO2e/2022 USD, purchaser price"
311224,Soybean and Other Oilseed Processing,0.481,0.03,0.511,311224,"All GHGs, kg CO2e/2022 USD, purchaser price"
311225,Fats and Oils Refining and Blending,0.36,0.025,0.385,311225,"All GHGs, kg CO2e/2022 USD, purchaser price"
311230,Breakfast Cereal Manufacturing,0.423,0.05,0.473,311230,"All GHGs, kg CO2e/2022 USD, purchaser price"
311313,Beet Sugar Manufacturing,0.442,0.04,0.482,311300,"All GHGs, kg CO2e/2022 USD, purchaser price"
311314,Cane Sugar Manufacturing,0.442,0.04,0.482,311300,"All GHGs, kg CO2e/2022 USD, purchaser price"
311340,Nonchocolate Confectionery Manufacturing,0.442,0.04,0.482,311300,"All GHGs, kg CO2e/2022 USD, purchaser price"
311351,Chocolate and Confectionery Manufacturing from Cacao Beans,0.442,0.04,0.482,311300,"All GHGs, kg CO2e/2022 USD, purchaser price"
311352,Confectionery Manufacturing from Purchased Chocolate,0.442,0.04,0.482,311300,"All GHGs, kg CO2e/2022 USD, purchaser price"
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",0.438,0.047,0.485,311410,"All GHGs, kg CO2e/2022 USD, purchaser price"
311412,Frozen Specialty Food Manufacturing,0.438,0.047,0.485,311410,"All GHGs, kg CO2e/2022 USD, purchaser price"
311421,Fruit and Vegetable Canning,0.343,0.038,0.381,311420,"All GHGs, kg CO2e/2022 USD, purchaser price"
311422,Specialty Canning,0.343,0.038,0.381,311420,"All GHGs, kg CO2e/2022 USD, purchaser price"
311423,Dried and Dehydrated Food Manufacturing,0.343,0.038,0.381,311420,"All GHGs, kg CO2e/2022 USD, purchaser price"
311511,Fluid Milk Manufacturing,0.766,0.037,0.803,31151A,"All GHGs, kg CO2e/2022 USD, purchaser price"
311512,Creamery Butter Manufacturing,0.766,0.037,0.803,31151A,"All GHGs, kg CO2e/2022 USD, purchaser price"
311513,Cheese Manufacturing,0.936,0.034,0.969,311513,"All GHGs, kg CO2e/2022 USD, purchaser price"
311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",0.605,0.037,0.642,311514,"All GHGs, kg CO2e/2022 USD, purchaser price"
311520,Ice Cream and Frozen Dessert Manufacturing,0.55,0.03,0.58,311520,"All GHGs, kg CO2e/2022 USD, purchaser price"
311611,Animal (except Poultry) Slaughtering,1.086,0.033,1.12,31161A,"All GHGs, kg CO2e/2022 USD, purchaser price"
311612,Meat Processed from Carcasses,1.086,0.033,1.12,31161A,"All GHGs, kg CO2e/2022 USD, purchaser price"
311613,Rendering and Meat Byproduct Processing,1.086,0.033,1.12,31161A,"All GHGs, kg CO2e/2022 USD, purchaser price"
311615,Poultry Processing,0.361,0.031,0.391,311615,"All GHGs, kg CO2e/2022 USD, purchaser price"
311710,Seafood Product Preparation and Packaging,0.239,0.027,0.266,311700,"All GHGs, kg CO2e/2022 USD, purchaser price"
311811,Retail Bakeries,0.213,0.04,0.253,311810,"All GHGs, kg CO2e/2022 USD, purchaser price"
311812,Commercial Bakeries,0.213,0.04,0.253,311810,"All GHGs, kg CO2e/2022 USD, purchaser price"
311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",0.213,0.04,0.253,311810,"All GHGs, kg CO2e/2022 USD, purchaser price"
311821,Cookie and Cracker Manufacturing,0.31,0.047,0.356,3118A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",0.31,0.047,0.356,3118A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
311830,Tortilla Manufacturing,0.31,0.047,0.356,3118A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
311911,Roasted Nuts and Peanut Butter Manufacturing,0.329,0.044,0.372,311910,"All GHGs, kg CO2e/2022 USD, purchaser price"
311919,Other Snack Food Manufacturing,0.329,0.044,0.372,311910,"All GHGs, kg CO2e/2022 USD, purchaser price"
311920,Coffee and Tea Manufacturing,0.313,0.04,0.353,311920,"All GHGs, kg CO2e/2022 USD, purchaser price"
311930,Flavoring Syrup and Concentrate Manufacturing,0.195,0.021,0.216,311930,"All GHGs, kg CO2e/2022 USD, purchaser price"
311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",0.303,0.04,0.344,311940,"All GHGs, kg CO2e/2022 USD, purchaser price"
311942,Spice and Extract Manufacturing,0.303,0.04,0.344,311940,"All GHGs, kg CO2e/2022 USD, purchaser price"
311991,Perishable Prepared Food Manufacturing,0.358,0.042,0.401,311990,"All GHGs, kg CO2e/2022 USD, purchaser price"
311999,All Other Miscellaneous Food Manufacturing,0.358,0.042,0.401,311990,"All GHGs, kg CO2e/2022 USD, purchaser price"
312111,Soft Drink Manufacturing,0.173,0.042,0.214,312110,"All GHGs, kg CO2e/2022 USD, purchaser price"
312112,Bottled Water Manufacturing,0.173,0.042,0.214,312110,"All GHGs, kg CO2e/2022 USD, purchaser price"
312113,Ice Manufacturing,0.173,0.042,0.214,312110,"All GHGs, kg CO2e/2022 USD, purchaser price"
312120,Breweries,0.209,0.066,0.274,312120,"All GHGs, kg CO2e/2022 USD, purchaser price"
312130,Wineries,0.123,0.059,0.182,312130,"All GHGs, kg CO2e/2022 USD, purchaser price"
312140,Distilleries,0.242,0.062,0.305,312140,"All GHGs, kg CO2e/2022 USD, purchaser price"
312230,Tobacco Manufacturing,0.055,0.046,0.101,312200,"All GHGs, kg CO2e/2022 USD, purchaser price"
313110,"Fiber, Yarn, and Thread Mills",0.636,0.023,0.659,313100,"All GHGs, kg CO2e/2022 USD, purchaser price"
313210,Broadwoven Fabric Mills,0.48,0.027,0.507,313200,"All GHGs, kg CO2e/2022 USD, purchaser price"
313220,Narrow Fabric Mills and Schiffli Machine Embroidery,0.48,0.027,0.507,313200,"All GHGs, kg CO2e/2022 USD, purchaser price"
313230,Nonwoven Fabric Mills,0.48,0.027,0.507,313200,"All GHGs, kg CO2e/2022 USD, purchaser price"
313240,Knit Fabric Mills,0.48,0.027,0.507,313200,"All GHGs, kg CO2e/2022 USD, purchaser price"
313310,Textile and Fabric Finishing Mills,0.37,0.026,0.396,313300,"All GHGs, kg CO2e/2022 USD, purchaser price"
313320,Fabric Coating Mills,0.37,0.026,0.396,313300,"All GHGs, kg CO2e/2022 USD, purchaser price"
314110,Carpet and Rug Mills,0.224,0.068,0.292,314110,"All GHGs, kg CO2e/2022 USD, purchaser price"
314120,Curtain and Linen Mills,0.206,0.061,0.267,314120,"All GHGs, kg CO2e/2022 USD, purchaser price"
314910,Textile Bag and Canvas Mills,0.197,0.046,0.243,314900,"All GHGs, kg CO2e/2022 USD, purchaser price"
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",0.197,0.046,0.243,314900,"All GHGs, kg CO2e/2022 USD, purchaser price"
314999,All Other Miscellaneous Textile Product Mills,0.197,0.046,0.243,314900,"All GHGs, kg CO2e/2022 USD, purchaser price"
315110,Hosiery and Sock Mills,0.06,0.06,0.12,315000,"All GHGs, kg CO2e/2022 USD, purchaser price"
315190,Other Apparel Knitting Mills,0.06,0.06,0.12,315000,"All GHGs, kg CO2e/2022 USD, purchaser price"
315210,Cut and Sew Apparel Contractors,0.06,0.06,0.12,315000,"All GHGs, kg CO2e/2022 USD, purchaser price"
315220,Men's and Boys' Cut and Sew Apparel Manufacturing,0.06,0.06,0.12,315000,"All GHGs, kg CO2e/2022 USD, purchaser price"
315240,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.06,0.06,0.12,315000,"All GHGs, kg CO2e/2022 USD, purchaser price"
315280,Other Cut and Sew Apparel Manufacturing,0.06,0.06,0.12,315000,"All GHGs, kg CO2e/2022 USD, purchaser price"
315990,Apparel Accessories and Other Apparel Manufacturing,0.06,0.06,0.12,315000,"All GHGs, kg CO2e/2022 USD, purchaser price"
316110,Leather and Hide Tanning and Finishing,0.222,0.06,0.282,316000,"All GHGs, kg CO2e/2022 USD, purchaser price"
316210,Footwear Manufacturing,0.222,0.06,0.282,316000,"All GHGs, kg CO2e/2022 USD, purchaser price"
316992,Women's Handbag and Purse Manufacturing,0.222,0.06,0.282,316000,"All GHGs, kg CO2e/2022 USD, purchaser price"
316998,All Other Leather Good and Allied Product Manufacturing,0.222,0.06,0.282,316000,"All GHGs, kg CO2e/2022 USD, purchaser price"
321113,Sawmills,0.227,0.037,0.264,321100,"All GHGs, kg CO2e/2022 USD, purchaser price"
321114,Wood Preservation,0.227,0.037,0.264,321100,"All GHGs, kg CO2e/2022 USD, purchaser price"
321211,Hardwood Veneer and Plywood Manufacturing,0.187,0.021,0.208,321200,"All GHGs, kg CO2e/2022 USD, purchaser price"
321212,Softwood Veneer and Plywood Manufacturing,0.187,0.021,0.208,321200,"All GHGs, kg CO2e/2022 USD, purchaser price"
321213,Engineered Wood Member (except Truss) Manufacturing,0.187,0.021,0.208,321200,"All GHGs, kg CO2e/2022 USD, purchaser price"
321214,Truss Manufacturing,0.187,0.021,0.208,321200,"All GHGs, kg CO2e/2022 USD, purchaser price"
321219,Reconstituted Wood Product Manufacturing,0.187,0.021,0.208,321200,"All GHGs, kg CO2e/2022 USD, purchaser price"
321911,Wood Window and Door Manufacturing,0.122,0.031,0.154,321910,"All GHGs, kg CO2e/2022 USD, purchaser price"
321912,"Cut Stock, Resawing Lumber, and Planing",0.122,0.031,0.154,321910,"All GHGs, kg CO2e/2022 USD, purchaser price"
321918,Other Millwork (including Flooring),0.122,0.031,0.154,321910,"All GHGs, kg CO2e/2022 USD, purchaser price"
321920,Wood Container and Pallet Manufacturing,0.135,0.029,0.164,3219A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
321991,Manufactured Home (Mobile Home) Manufacturing,0.135,0.029,0.164,3219A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
321992,Prefabricated Wood Building Manufacturing,0.135,0.029,0.164,3219A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
321999,All Other Miscellaneous Wood Product Manufacturing,0.135,0.029,0.164,3219A0,"All GHGs, kg CO2e/2022 USD, purchaser price"
322110,Pulp Mills,0.977,0.025,1.002,322110,"All GHGs, kg CO2e/2022 USD, purchaser price"
322121,Paper (except Newsprint) Mills,0.603,0.047,0.649,322120,"All GHGs, kg CO2e/2022 USD, purchaser price"
322122,Newsprint Mills,0.603,0.047,0.649,322120,"All GHGs, kg CO2e/2022 USD, purchaser price"
322130,Paperboard Mills,0.789,0.04,0.829,322130,"All GHGs, kg CO2e/2022 USD, purchaser price"
